idweb,dateparution,datefindiffusion,datelimitereponse,nomacheteur,code_departement,famille,nature,nature_libelle,type_procedure,type_marche,type_avis,descripteur_libelle,objet,titulaire,annonce_lie,contractfolderid,etat,url_avis,donnees_format,cpv_principal,cpv_all,buyer_siret,buyer_cp,buyer_ville,amount_eur,duration_months,duration_source_field,date_attribution,date_publication_anterieure,notice_id_original,raw_source_file_group,notice_id,year,buyer_name_raw,buyer_name_normalized,objet_clean,buyer_siret_raw,buyer_siret_clean,buyer_siren_raw,buyer_siren_clean,buyer_siren_from_siret,cpv_clean,cpv_full8,cpv_div2,cpv_group3,cpv_class4,cpv_category5,cpv_is_missing,cpv_is_generic,amount_raw,flag_amount_zero,flag_amount_tiny,flag_amount_ceiling,amount_clean,duration_raw_boamp,flag_duration_suspect,duration_clean,duration_imputed_flag,category_id,category_label,buyer_siren_enriched,buyer_siret_enriched,buyer_enrichment_source,buyer_enrichment_confidence,buyer_enrichment_status,buyer_enrichment_score,buyer_enrichment_margin,buyer_enrichment_candidate_count,buyer_enrichment_name,buyer_enrichment_note,buyer_key,buyer_key_type,buyer_key_source,raw_trace_id
24-65133,2024-06-06,2024-08-15,,CHU NANTES,44,JOUE,ATTRIBUTION,Résultat de marché,OUVERT,FOURNITURES,|10|6,Matériel de téléphonie,"Fourniture, intégration, maintenance et ingénierie de solutions de systèmes d'appel malades pour le compte des centres hospitaliers membres du GHT 44",,24-19872|24-24049,c9a69107-7eb0-49ad-b897-a3cdb955293e,RECTIFICATIF,https://www.boamp.fr/pages/avis/?q=idweb:24-65133,eforms,32510000,32510000,056800659000346,44814,SAINT HERBLAIN,3750000.0,24.0,cbc:DurationMeasure,2024-05-15+02:00,,24-65133,data/raw/boamp_current,24-65133,2024,CHU NANTES,chu nantes,fourniture integration maintenance et ingenierie de solutions de systemes d appel malades pour le compte des centres hospitaliers membres du ght 44,056800659000346,,,,,32510000,32510000,32,325,3251,32510,False,False,3750000.0,0,0,0,3750000.0,24.0,0,24.0,False,CAT04,Telecom & Networks,264400136,26440013600471,previous_high_confidence_cache,HIGH,matched,91.3,,1,CHU NANTES (CHU),seeded from existing high-confidence buyer enrichment,SIREN:264400136,SIREN_ENRICHED,external_enrichment,BOAMP:24-65133
24-65120,2024-06-06,2024-06-15,2024-06-06T10:00:00+00:00,SEMITAN,44,JOUE,APPEL_OFFRE,Avis de marché,NEGOCIE,SERVICES,5|1|,Ingénierie|Prestations de services,"Accord-cadre de prestations intellectuelles de mise à disposition de ressources, études et assistance technique - 2 lots",,24-52925,e3564bab-7886-4d95-9ee1-4c809d0fb2e5,RECTIFICATIF,https://www.boamp.fr/pages/avis/?q=idweb:24-65120,eforms,71300000,71300000|71318000|71356200|72224000,443928874,38170,Seyssinet-Pariset,,4.0,cbc:DurationMeasure,,,24-65120,data/raw/boamp_current,24-65120,2024,SEMITAN,semitan,accord cadre de prestations intellectuelles de mise a disposition de ressources etudes et assistance technique 2 lots,443928874,,,,,71300000,71300000,71,713,7130,71300,False,False,,0,0,0,,4.0,0,4.0,False,CAT_UNKNOWN,Unknown,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,51.8,25.1,3,COMITE ENTREPRISE SEMITAN,query=semitan,NAME:semitan,NAME,normalized_buyer_name,BOAMP:24-65120
24-66059,2024-06-08,2024-07-06,2024-07-09T10:00:00+00:00,Destination Angers,49,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,SERVICES,5|1|,Logiciel|Evénementiel,"FOURNITURE D’UNE PLATEFORME EVENEMENTIELLE SAAS (LOGICIEL EN TANT QUE SERVICE)
MULTI-EVENEMENT DESTINATION ANGERS WEB ET MOBILE",,,8271fd77-e5ac-44b5-91e1-1c11754acf44,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:24-66059,eforms,72212510,72212510,83095506800044,49051,Angers,,3.942181340341656,cbc:DurationMeasure,,,24-66059,data/raw/boamp_current,24-66059,2024,Destination Angers,destination angers,fourniture d une plateforme evenementielle saas logiciel en tant que service multi evenement destination angers web et mobile,83095506800044,83095506800044,,,830955068,72212510,72212510,72,722,7221,72212,False,False,,0,0,0,,3.942181340341656,0,3.942181340341656,False,CAT07,Digital Workplace & Collaboration,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,74.0,23.2,3,CLUB DESTINATION ANJOU,query=destination angers,SIRET:83095506800044,SIRET,valid_siret,BOAMP:24-66059
24-66226,2024-06-09,2024-07-08,2024-07-08T10:00:00+00:00,CHU ANGERS Etablissement support du Groupement Hospitalier de Territoire de Maine et Loire,49,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,FOURNITURES,5|1|,Logiciel,"MISE EN PLACE ET DEPLOIEMENT D'UNE SOLUTION LOGICIELLE DE GESTION ET DE VISIBILITE TERRITORIALE DES LITS, MAINTENANCE, HEBERGEMENT ET PRESTATIONS ASSOCIEES POUR LE GHT49 ET LES AUTRES ETABLISSEMENTS D",,,dc7667eb-46e7-4b33-8423-405243439b3b,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:24-66226,eforms,48000000,48000000,264 900 036 00015,49933,Angers Cedex 9,600000.0,5.913272010512483,cbc:DurationMeasure,,,24-66226,data/raw/boamp_current,24-66226,2024,CHU ANGERS Etablissement support du Groupement Hospitalier de Territoire de Maine et Loire,chu angers etablissement support groupement hospitalier territoire maine loire,mise en place et deploiement d une solution logicielle de gestion et de visibilite territoriale des lits maintenance hebergement et prestations associees pour le ght49 et les autres etablissements d,264 900 036 00015,26490003600015,,,264900036,48000000,48000000,48,480,4800,48000,False,True,600000.0,0,0,0,600000.0,5.913272010512483,0,5.913272010512483,False,CAT01,Software & Applications,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=chu chu angers etablissement support du groupement hospitalier de territoire de maine et loire,SIRET:26490003600015,SIRET,valid_siret,BOAMP:24-66226
24-66469,2024-06-09,2024-09-04,,Le Mans Métropole,72,JOUE,ATTRIBUTION,Résultat de marché,OUVERT,SERVICES,|10|6,Informatique (assistance),Prestation d'assistance à la DSI - Durée de 4 ans,,,43e6afc5-af4c-4699-84e9-dd9e2d132101,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:24-66469,eforms,72600000,72600000,443928874,38170,Seyssinet-Pariset,29814343.5,,,2024-05-14+02:00,,24-66469,data/raw/boamp_current,24-66469,2024,Le Mans Métropole,mans metropole,prestation d assistance a la dsi duree de 4 ans,443928874,,,,,72600000,72600000,72,726,7260,72600,False,False,29814343.5,0,0,1,,,0,,True,CAT02,IT Services & Consulting,488538877,48853887700025,api_recherche_entreprises_current,HIGH,matched,88.0,0.0,10,BOXING LE MANS METROPOLE,query=mans metropole,SIREN:488538877,SIREN_ENRICHED,external_enrichment,BOAMP:24-66469
24-66818,2024-06-09,2024-07-15,2024-07-15T10:00:00+00:00,CHU NANTES,44,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,FOURNITURES,5|1|,Informatique (matériel)|Réseaux divers,"Fourniture, installation et maintenance de réseaux POL (Passive Optical LAN) pour le futur Centre Hospitalier Universitaire « Ile de Nantes »",,24-50824,5d9521f9-f734-4df5-889a-500f0d69ef89,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:24-66818,eforms,32412110,32412110|32412000,17440005100010,44041,Nantes cedex,,6.0,cbc:DurationMeasure,,,24-66818,data/raw/boamp_current,24-66818,2024,CHU NANTES,chu nantes,fourniture installation et maintenance de reseaux pol passive optical lan pour le futur centre hospitalier universitaire ile de nantes,17440005100010,17440005100010,,,174400051,32412110,32412110,32,324,3241,32412,False,False,,0,0,0,,6.0,0,6.0,False,CAT04,Telecom & Networks,264400136,26440013600471,previous_high_confidence_cache,HIGH,matched,91.3,,1,CHU NANTES (CHU),seeded from existing high-confidence buyer enrichment,SIRET:17440005100010,SIRET,valid_siret,BOAMP:24-66818
24-67001,2024-06-11,2024-07-11,2024-07-11T15:00:00+00:00,Ville du Mans,72,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,SERVICES,5|1|,Contrôle d'accès|Maintenance|Prestations de services,"Remplacement et maintenance du système de billetterie, de réservation et du contrôle d'accès des établissements aquatiques de la Ville du Mans",,,0d834632-f2ee-408c-9cc2-afbed3ffcf5e,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:24-67001,eforms,50324100,50324100|42961100|48110000,443928874,38170,Seyssinet-Pariset,280000.0,4.0,cbc:DurationMeasure,,,24-67001,data/raw/boamp_current,24-67001,2024,Ville du Mans,ville mans,remplacement et maintenance du systeme de billetterie de reservation et du controle d acces des etablissements aquatiques de la ville du mans,443928874,,,,,50324100,50324100,50,503,5032,50324,False,False,280000.0,0,0,0,280000.0,4.0,0,4.0,False,CAT08,Data & AI,217500016,21750001600019,api_recherche_entreprises_current,HIGH,matched,80.2,16.6,10,VILLE DE PARIS,query=ville mans,SIREN:217500016,SIREN_ENRICHED,external_enrichment,BOAMP:24-67001
24-67023,2024-06-11,2024-07-18,2024-07-18T10:00:00+00:00,Département des Côtes d'Armor,22|29|35|56|44,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,FOURNITURES,5|1|,Livres,"Acquisition et livraison de documents imprimés, sonores, audiovisuels, numériques et prestations annexes pour les services du Département des Côtes d'Armor",,,b2ec5211-3253-4d6b-a979-9ee4c7e799b7,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:24-67023,eforms,22113000,22113000|22110000|32353000|30234300|30234400|32354500,22220001600327,22023,St brieuc cedex 1,840000.0,,,,,24-67023,data/raw/boamp_current,24-67023,2024,Département des Côtes d'Armor,departement cotes armor,acquisition et livraison de documents imprimes sonores audiovisuels numeriques et prestations annexes pour les services du departement des cotes d armor,22220001600327,22220001600327,,,222200016,22113000,22113000,22,221,2211,22113,False,False,840000.0,0,0,0,840000.0,,0,,True,CAT_UNKNOWN,Unknown,222200016,22220001600327,previous_high_confidence_cache,HIGH,matched,100.0,,1,DEPARTEMENT DES COTES D'ARMOR,seeded from existing high-confidence buyer enrichment,SIRET:22220001600327,SIRET,valid_siret,BOAMP:24-67023
24-68165,2024-06-13,2024-07-16,2024-07-16T12:00:00+00:00,MAIRIE DE REZE,44,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,FOURNITURES,5|1|,Télécommunications,Accord-cadre de fourniture et de maintenance de matériels de télécommunication,,,e3662492-7df6-4063-8689-43480dff462c,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:24-68165,eforms,32540000,32540000|32541000|45314120|50312300,443928874,38170,Seyssinet-Pariset,390000.0,6.0,cbc:DurationMeasure,,,24-68165,data/raw/boamp_current,24-68165,2024,MAIRIE DE REZE,mairie reze,accord cadre de fourniture et de maintenance de materiels de telecommunication,443928874,,,,,32540000,32540000,32,325,3254,32540,False,False,390000.0,0,0,0,390000.0,6.0,0,6.0,False,CAT04,Telecom & Networks,214401432,21440143200015,previous_high_confidence_cache,HIGH,matched,100.0,,1,COMMUNE DE REZE,seeded from existing high-confidence buyer enrichment,SIREN:214401432,SIREN_ENRICHED,external_enrichment,BOAMP:24-68165
24-68180,2024-06-13,2024-09-09,,VILLE DE SAINT NAZAIRE,44,JOUE,ATTRIBUTION,Résultat de marché,OUVERT,FOURNITURES,|10|6,Panneaux|Signalisation|Signalétique,Acquisition et pose de panneaux d'information et communication provisoires,,24-20340,e3a6f148-cb7b-481d-bc33-abceb2761326,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:24-68180,eforms,44175000,44175000|32570000|35261000,443928874,38170,Seyssinet-Pariset,680000.0,,,2024-06-03+02:00,,24-68180,data/raw/boamp_current,24-68180,2024,VILLE DE SAINT NAZAIRE,ville saint nazaire,acquisition et pose de panneaux d information et communication provisoires,443928874,,,,,44175000,44175000,44,441,4417,44175,False,False,680000.0,0,0,0,680000.0,,0,,True,CAT_UNKNOWN,Unknown,214401846,21440184600016,previous_high_confidence_cache,HIGH,matched,100.0,,1,COMMUNE DE SAINT-NAZAIRE,seeded from existing high-confidence buyer enrichment,SIREN:214401846,SIREN_ENRICHED,external_enrichment,BOAMP:24-68180
24-68461,2024-06-14,2024-07-22,2024-07-22T19:00:00+00:00,Tribunal administratif de Paris,75|44|62|69|6|4|27|29,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,SERVICES,5|1|,Informatique (prestations de services),Accompagnement de Pix dans le développement et le design de ses services publics numériques en mode agile,,,dbe2966c-114e-496f-aa95-1b7f2bb6f250,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:24-68461,eforms,72212900,72212900,17750005500013,75181,Paris,,,,,,24-68461,data/raw/boamp_current,24-68461,2024,Tribunal administratif de Paris,tribunal administratif paris,accompagnement de pix dans le developpement et le design de ses services publics numeriques en mode agile,17750005500013,17750005500013,,,177500055,72212900,72212900,72,722,7221,72212,False,False,,0,0,0,,,0,,True,CAT07,Digital Workplace & Collaboration,177500055,17750005500013,previous_high_confidence_cache,HIGH,matched,100.0,50.0,3,TRIBUNAL ADMINISTRATIF DE PARIS (TA),seeded from existing high-confidence buyer enrichment,SIRET:17750005500013,SIRET,valid_siret,BOAMP:24-68461
24-68390,2024-06-14,2024-07-16,2024-07-16T10:15:00+00:00,Cholet Agglomération,49|85|44,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,FOURNITURES,5|1|,Contrôle d'accès,Modernisation du système priorité bus par détection radio GPS - groupement de commandes,,,175ad05b-855e-4b93-b59e-16e7fe8d4437,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:24-68390,eforms,42961100,42961100|48613000,20007167800011,49321,Cholet cedex,,,,,,24-68390,data/raw/boamp_current,24-68390,2024,Cholet Agglomération,cholet agglomeration,modernisation du systeme priorite bus par detection radio gps groupement de commandes,20007167800011,20007167800011,,,200071678,42961100,42961100,42,429,4296,42961,False,False,,0,0,0,,,0,,True,CAT_UNKNOWN,Unknown,200071678,20007167800011,previous_high_confidence_cache,HIGH,matched,100.0,54.8,3,CA CHOLET AGGLOMERATION,seeded from existing high-confidence buyer enrichment,SIRET:20007167800011,SIRET,valid_siret,BOAMP:24-68390
24-69263,2024-06-16,2024-07-31,,Grand Port Maritime de Nantes Saint-Nazaire,44,JOUE,ATTRIBUTION,Résultat de marché,NEGOCIE,FOURNITURES,|10|6,Informatique (matériel),"Acquisition, installation et maintenance du système d'information de suivi du trafic maritime (Vessel Traffic Services - VTS)",,,1d080eec-4e58-489e-a61e-46e339fe301e,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:24-69263,eforms,48951000,48951000,77560485300041,44186,Nantes,1.0,,,2024-06-04+02:00,,24-69263,data/raw/boamp_current,24-69263,2024,Grand Port Maritime de Nantes Saint-Nazaire,grand port maritime nantes saint nazaire,acquisition installation et maintenance du systeme d information de suivi du trafic maritime vessel traffic services vts,77560485300041,77560485300041,,,775604853,48951000,48951000,48,489,4895,48951,False,False,1.0,0,1,0,,,0,,True,CAT01,Software & Applications,775604853,77560485300041,previous_high_confidence_cache,HIGH,matched,100.0,59.3,2,GRAND PORT MARITIME DE NANTES SAINT-NAZAIRE,seeded from existing high-confidence buyer enrichment,SIRET:77560485300041,SIRET,valid_siret,BOAMP:24-69263
24-70105,2024-06-18,2024-07-19,2024-07-19T15:00:00+00:00,Département de la Vendée,85,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,SERVICES,5|1|,Abonnement|Assistance juridique|Prestations de services,Services d'abonnement à des ressources documentaires juridiques principalement numériques,,,49a6254e-ccdf-498f-b685-a02cc4e5c7e4,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:24-70105,eforms,79980000,79980000|72222300|72320000,443928874,38170,Seyssinet-Pariset,,4.0,cbc:DurationMeasure,,,24-70105,data/raw/boamp_current,24-70105,2024,Département de la Vendée,departement vendee,services d abonnement a des ressources documentaires juridiques principalement numeriques,443928874,,,,,79980000,79980000,79,799,7998,79980,False,False,,0,0,0,,4.0,0,4.0,False,CAT_UNKNOWN,Unknown,228500013,22850001300658,previous_high_confidence_cache,HIGH,matched,100.0,,1,DEPARTEMENT DE VENDEE,seeded from existing high-confidence buyer enrichment,SIREN:228500013,SIREN_ENRICHED,external_enrichment,BOAMP:24-70105
24-69922,2024-06-18,2024-08-28,,Chambre de Commerce et d'Industrie Région Pays de la Loire,44,JOUE,APPEL_OFFRE,Avis de marché,DIALOGUE_COMPETITIF,FOURNITURES,5|1|,Logiciel,"Dialogue compétitif sur des solutions de stockage de données, de serveurs, de maintenance et de logiciels DataCenter",,,de3b7701-b1db-45de-acc1-282422c733e0,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:24-69922,eforms,48821000,48821000,18440128900386,,Saint-Herblain,,,,,,24-69922,data/raw/boamp_current,24-69922,2024,Chambre de Commerce et d'Industrie Région Pays de la Loire,chambre commerce industrie region pays loire,dialogue competitif sur des solutions de stockage de donnees de serveurs de maintenance et de logiciels datacenter,18440128900386,18440128900386,,,184401289,48821000,48821000,48,488,4882,48821,False,False,,0,0,0,,,0,,True,CAT01,Software & Applications,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,59.7,,1,REGION DES PAYS DE LA LOIRE,query=region pays de la loire,SIRET:18440128900386,SIRET,valid_siret,BOAMP:24-69922
24-70395,2024-06-19,2024-09-14,,SEMITAN,44,JOUE,ATTRIBUTION,Résultat de marché,NEGOCIE,SERVICES,|10|6,Formation|Informatique (prestations de services)|Logiciel|Prestations de services,Acquisition de systèmes de simulation pour la conduite de tramway,,,8dad3328-5d05-42aa-97d9-0d8a853d0c69,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:24-70395,eforms,72212900,72212900|34151000|34152000,443928874,38170,Seyssinet-Pariset,1132925.0,,,2024-06-07+02:00,,24-70395,data/raw/boamp_current,24-70395,2024,SEMITAN,semitan,acquisition de systemes de simulation pour la conduite de tramway,443928874,,,,,72212900,72212900,72,722,7221,72212,False,False,1132925.0,0,0,0,1132925.0,,0,,True,CAT07,Digital Workplace & Collaboration,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,51.8,25.1,3,COMITE ENTREPRISE SEMITAN,query=semitan,NAME:semitan,NAME,normalized_buyer_name,BOAMP:24-70395
24-71009,2024-06-20,2024-07-20,2024-07-20T10:00:00+00:00,SMIDAP,44,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,FOURNITURES,5|1|,Equipements spécialisés|Informatique (prestations de services)|Logiciel|Progiciel,Acquisition de sondes sous-marines multi-paramètres autonomes pour le suivi de mesures environnementales en zones conchylicoles ligériennes,,,8f54ab4e-860f-465f-a885-06565d2f9d1a,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:24-71009,eforms,38410000,38410000|48600000|48461000,25440139100027,44200,NANTES,,,,,,24-71009,data/raw/boamp_current,24-71009,2024,SMIDAP,smidap,acquisition de sondes sous marines multi parametres autonomes pour le suivi de mesures environnementales en zones conchylicoles ligeriennes,25440139100027,25440139100027,,,254401391,38410000,38410000,38,384,3841,38410,False,False,,0,0,0,,,0,,True,CAT_UNKNOWN,Unknown,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,27.7,,1,SYNDICAT MIXTE DEVELOPPEMENT AQUACULTURE ET PECHE EN PAYS DE LA LOIRE (SMIDAP),query=smidap,SIRET:25440139100027,SIRET,valid_siret,BOAMP:24-71009
24-71974,2024-06-21,2024-10-27,,DRAGAGES PORTS,76|59|44,JOUE,PERIODIQUE,Périodique,OUVERT,SERVICES,5|,Logiciel,Mise en place d'un outil de collecte et de gestion des données de dragage.,,,433e95b5-9921-420b-9854-1c4ff3eadfe2,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:24-71974,eforms,72268000,72268000|48611000,317665420,76107,Rouen,,,,,,24-71974,data/raw/boamp_current,24-71974,2024,DRAGAGES PORTS,dragages ports,mise en place d un outil de collecte et de gestion des donnees de dragage,317665420,,,,,72268000,72268000,72,722,7226,72268,False,False,,0,0,0,,,0,,True,CAT02,IT Services & Consulting,317665420,31766542000046,previous_high_confidence_cache,HIGH,matched,100.0,,1,DRAGAGES PORTS,seeded from existing high-confidence buyer enrichment,SIREN:317665420,SIREN_ENRICHED,external_enrichment,BOAMP:24-71974
24-71687,2024-06-21,2024-07-22,2024-07-22T09:00:00+00:00,"Rectorat de la région académique Grand Est, rectorat de l'académie de Nancy-Metz",54|75|91|92|57|33|69|44|35,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,FOURNITURES,5|1|,"Logiciel|Sondage, enquête",Réalisation de prestation de fourniture d'un outil d'enquête et d'accompagnement fonctionnel de restitution de données pour le Pôle enquêtes du rectorat de l'académie de Nancy-Metz,,,4eb0ff6a-762d-43a7-abc5-e734e922d17c,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:24-71687,eforms,48600000,48600000|72240000,13002953100055,54000,Nancy,750000.0,3.0,cbc:DurationMeasure,,,24-71687,data/raw/boamp_current,24-71687,2024,"Rectorat de la région académique Grand Est, rectorat de l'académie de Nancy-Metz",rectorat region academique grand est rectorat academie nancy metz,realisation de prestation de fourniture d un outil d enquete et d accompagnement fonctionnel de restitution de donnees pour le pole enquetes du rectorat de l academie de nancy metz,13002953100055,13002953100055,,,130029531,48600000,48600000,48,486,4860,48600,False,False,750000.0,0,0,0,750000.0,3.0,0,3.0,False,CAT01,Software & Applications,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=region academique grand est rectorat de l academie de nancy metz,SIRET:13002953100055,SIRET,valid_siret,BOAMP:24-71687
24-74022,2024-06-26,2024-09-13,2024-09-13T15:00:00+00:00,Le Mans Métropole,72,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,FOURNITURES,5|1|,Informatique (matériel),Acquisition de matériels divers et informatiques pour la SETRAM - durée 4 ans,,,0b6de224-8378-4668-80a3-5b5e6aedaf2f,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:24-74022,eforms,30200000,30200000|30213300|32237000|31155000|30236000,443928874,38170,Seyssinet-Pariset,,4.0,cbc:DurationMeasure,,,24-74022,data/raw/boamp_current,24-74022,2024,Le Mans Métropole,mans metropole,acquisition de materiels divers et informatiques pour la setram duree 4 ans,443928874,,,,,30200000,30200000,30,302,3020,30200,False,False,,0,0,0,,4.0,0,4.0,False,CAT06,IT Hardware & Equipment,488538877,48853887700025,api_recherche_entreprises_current,HIGH,matched,88.0,0.0,10,BOXING LE MANS METROPOLE,query=mans metropole,SIREN:488538877,SIREN_ENRICHED,external_enrichment,BOAMP:24-74022
24-73665,2024-06-26,2024-09-06,2024-09-06T10:00:00+00:00,Nantes metropole,44,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,SERVICES,5|1|,Informatique (maintenance serveurs et réseaux),Maintenance et extension des solutions logicielles IVANTI et prestations associées,,,c6be67db-6661-4683-ab12-239c015174c2,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:24-73665,eforms,72250000,72250000,24440040400129,44923 cedex9,Nantes,,5.0,cbc:DurationMeasure,,,24-73665,data/raw/boamp_current,24-73665,2024,Nantes metropole,nantes metropole,maintenance et extension des solutions logicielles ivanti et prestations associees,24440040400129,24440040400129,,,244400404,72250000,72250000,72,722,7225,72250,False,False,,0,0,0,,5.0,0,5.0,False,CAT03,Cybersecurity,,,,,,,,,,,SIRET:24440040400129,SIRET,valid_siret,BOAMP:24-73665
24-73596,2024-06-26,2024-09-16,2024-09-16T14:30:00+00:00,Ville de LE POULIGUEN,44,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,FOURNITURES,5|1|,Habillement,"ACHAT DE VETEMENTS DE TRAVAIL, CHAUSSURES ET E.P.I. et LOCATION-ENTRETIEN DE VETEMENTS",,,cc7c4da5-7f15-4096-a018-ae1e317d18cc,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:24-73596,eforms,18100000,18100000|35113400|18830000,443928874,38170,Seyssinet-Pariset,329000.0,4.0,cbc:DurationMeasure,,,24-73596,data/raw/boamp_current,24-73596,2024,Ville de LE POULIGUEN,ville pouliguen,achat de vetements de travail chaussures et e p i et location entretien de vetements,443928874,,,,,18100000,18100000,18,181,1810,18100,False,False,329000.0,0,0,0,329000.0,4.0,0,4.0,False,CAT_UNKNOWN,Unknown,214401358,21440135800095,previous_high_confidence_cache,HIGH,matched,100.0,,1,COMMUNE DU POULIGUEN,seeded from existing high-confidence buyer enrichment,SIREN:214401358,SIREN_ENRICHED,external_enrichment,BOAMP:24-73596
24-74484,2024-06-27,2024-09-09,2024-09-09T10:00:00+00:00,CAP ATLANTIQUE,44,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,FOURNITURES,5|1|,Chaussures ou articles chaussants|Equipements spécialisés|Habillement|Prestations de services,"Acquisition et entretien des vêtements de travail, d'équipements de protection individuelle et de chaussures pour les besoins de CapAtlantique La Baule Guérande Agglo",,,d356e79f-295f-4392-8733-70cfe78ddf73,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:24-74484,eforms,35113400,35113400|18100000,443928874,38170,Seyssinet-Pariset,,5.0,cbc:DurationMeasure,,,24-74484,data/raw/boamp_current,24-74484,2024,CAP ATLANTIQUE,cap atlantique,acquisition et entretien des vetements de travail d equipements de protection individuelle et de chaussures pour les besoins de capatlantique la baule guerande agglo,443928874,,,,,35113400,35113400,35,351,3511,35113,False,False,,0,0,0,,5.0,0,5.0,False,CAT03,Cybersecurity,353686934,35368693400079,api_recherche_entreprises_current,HIGH,matched,90.4,17.7,10,CAP MAREE ATLANTIQUE,query=cap atlantique,SIREN:353686934,SIREN_ENRICHED,external_enrichment,BOAMP:24-74484
24-74527,2024-06-27,2024-08-26,,GCS BIOLOGIE 85,85,JOUE,ATTRIBUTION,Résultat de marché,NEGOCIE,SERVICES,|10|6,Informatique (maintenance serveurs et réseaux),Maintenance TD-NEXLABS,,,c6797c46-2151-4d34-a991-28d375d7e0a0,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:24-74527,eforms,72267000,72267000,13002103300019,85925,LA ROCHE SUR YON CEDEX 9,410655.64,48.0,cbc:DurationMeasure,2024-04-27+02:00,,24-74527,data/raw/boamp_current,24-74527,2024,GCS BIOLOGIE 85,gcs biologie 85,maintenance td nexlabs,13002103300019,13002103300019,,,130021033,72267000,72267000,72,722,7226,72267,False,False,410655.64,0,0,0,410655.64,48.0,0,48.0,False,CAT02,IT Services & Consulting,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,55.6,,1,GROUPEMENT DE COOPERATION SANITAIRE BIOLOGIE 85 (GCS),query=gcs biologie 85,SIRET:13002103300019,SIRET,valid_siret,BOAMP:24-74527
